Time,O3_flag,SO2_flag,NO2_flag,NO_flag,CO_flag,PM10_flag,PM2.5_flag,WDir_Avg,Rain_Tot,WDir_SD,O3,SO2,NO2,NO,CO,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,Press_Avg,Rad_Avg,TemperatureDowntown,RelativeHumidityDowntown,SolarRadiationDowntown,RainfallDowntown,WindDirectionDowntown,PM10Downtown,PM2.5Downtown,O3Downtown,CODowntown,NODowntown,NO2Downtown,SO2Downtown
2019-07-21,OS,BDL,OS,OS,OK,OK,OS,0.0,2.7,4.584490364571059,,0.4090972222222222,,,0.2714791666666666,15.611236111111111,,16.78067361111111,80.80165972222223,1.02568125,1.327970833333333,807.3249958333333,222.06826666666663,18.229166666666668,72.04166666666667,331.7857142857143,3.73,11.0,,15.5,20.791666666666668,0.2470833333333333,7.75,8.875,
2019-07-22,OS,BDL,OS,OS,OK,OK,OS,0.0,2.7,4.393142152571492,,0.7154166666666667,,,0.3136875,16.353215277777778,,17.102291666666666,76.04324305555556,1.6217284722222225,2.0703548611111118,807.2371791666666,245.80573453787352,19.016666666666666,66.625,475.6428571428572,,210.0,,14.833333333333334,26.416666666666668,0.345,9.041666666666666,9.625,
2019-07-23,OS,BDL,OS,OS,OK,OK,OS,0.0,0.6000000000000001,7.552393882228833,,0.5809166666666666,,,0.27625,15.348340277777778,,17.353006944444445,77.70770833333334,1.1651236111111112,1.532807638888889,807.7661944444445,189.9166284722222,19.054166666666667,68.08333333333333,342.6428571428572,0.03,223.0,,16.625,27.25,0.002,8.749999999999998,9.625,
2019-07-24,OS,BDL,OS,OS,OK,OK,OS,0.0,0.3,4.956378112836397,,0.3836458333333333,,,0.2508125,12.752583333333334,,17.5460625,78.05585416666666,1.1345118055555554,1.462313888888889,808.0859625,151.25442361111112,18.816666666666663,70.41666666666667,259.85714285714283,0.01,207.0,,15.416666666666666,21.95833333333333,0.0046666666666666,7.8125,8.5,
2019-07-25,OS,BDL,OS,OS,OK,OK,OS,0.0,25.4,3.9305407079756254,,0.8483402777777778,,,0.2871666666666667,12.727270833333334,,16.181041666666665,83.28124305555556,1.2895673611111111,1.6320743055555555,807.872807638889,164.4576451388889,17.8125,74.70833333333333,302.5,1.33,10.0,,14.416666666666666,9.4,0.0216666666666666,8.65,9.7,
2019-07-26,OS,BDL,OS,OS,OK,OK,OS,0.0,0.4,5.426926073367706,,0.8334166666666666,,,0.3290138888888889,16.5578125,,15.973152777777775,85.38743055555555,0.9662736111111112,1.2270902777777777,808.3771069444444,153.0006388888889,17.349999999999998,77.25,237.7142857142857,0.03,176.0,,20.416666666666668,2.0,0.00625,,,
2019-07-27,OS,BDL,OS,OS,OK,OK,OS,0.0,5.0,5.029410033718743,,0.4413055555555555,,,0.3159097222222222,12.306229166666668,,17.736027777777778,78.49804861111112,1.0027618055555556,1.2859666666666667,808.9909708333332,219.20469305555557,19.52083333333333,69.04166666666667,399.8571428571428,0.04,30.0,,16.791666666666668,,0.0225,,,
2019-07-28,OS,BDL,OS,OS,OK,OK,OS,0.0,2.5,5.930877889707544,,0.5179375,,,0.2561458333333333,14.707090277777777,,18.556875,72.44540277777779,1.6577381944444445,2.127563888888889,808.4866847222221,298.56504583333333,20.104166666666668,63.54166666666666,522.2142857142857,0.48,225.0,,15.958333333333334,,0.0070588235294117,,,
2019-07-29,OS,BDL,OS,OS,OK,OK,OS,0.0,1.8,6.641899401487788,,0.2891736111111111,,,0.2428680555555555,16.14117361111111,,16.833236111111113,76.23052777777778,1.2152895833333337,1.5700548611111111,807.44936875,241.96092569444448,18.441666666666663,67.33333333333333,399.1428571428572,,18.0,,16.041666666666668,,0.0170588235294117,,,
2019-07-30,OS,BDL,OS,OS,OK,OK,OS,0.0,5.4,4.743734455239585,,0.4849513888888889,,,0.2543611111111111,13.337368055555556,,17.492555555555555,74.39109722222221,1.596625,2.072482638888889,807.6428263888888,220.29426944444447,19.116666666666667,66.41666666666667,408.6428571428572,0.21,47.0,,13.333333333333334,27.818181818181817,0.0556249999999999,6.7727272727272725,7.272727272727272,
2019-07-31,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.171896815883921,,0.4696458333333333,,,0.2903472222222222,21.776868055555557,,17.824104166666665,71.08494444444445,1.1847097222222225,1.50486875,807.4954944444445,308.6362708333333,19.995833333333334,62.5,513.5,,2.0,,19.08333333333333,28.166666666666664,0.3292307692307692,9.416666666666666,10.583333333333334,
2019-08-01,OS,BDL,OS,OS,OK,OK,OS,0.0,6.7,4.82389099459426,,0.4856111111111111,,,0.2560138888888889,21.933131944444444,,16.885916666666667,74.20892361111112,1.295425,1.6568041666666669,807.484576388889,194.38100208333333,19.195652173913043,64.56521739130434,349.2857142857143,0.01,217.0,,20.782608695652176,24.695652173913043,0.0335294117647058,,12.69565217391304,
2019-08-02,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,5.361182523512558,,0.5200972222222222,,,0.2590138888888889,15.569347222222223,,17.835993055555555,67.67429861111111,1.4481305555555557,1.8746840277777777,807.1083486111112,308.8674541666667,19.9,58.625,519.0,,2.0,,15.625,29.791666666666664,0.06375,9.333333333333334,10.666666666666666,
2019-08-03,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.0765564065687245,,0.4733194444444444,,,0.2674513888888888,18.28440277777778,,19.14575,66.61222222222223,1.4954249999999998,1.94473125,806.3961444444445,323.4768,21.133333333333333,58.833333333333336,561.7142857142857,,221.0,,14.833333333333334,28.33333333333333,0.081875,7.916666666666667,9.041666666666666,
2019-08-04,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.106522586234036,,0.4383460736622654,,,0.2574565670604586,16.383127171646976,,19.19249305555556,71.78008333333334,1.6684298611111112,2.1281666666666665,806.5215638888889,248.55692083333332,20.90833333333333,63.25,403.57142857142856,,216.0,,20.125,30.958333333333336,0.0376470588235294,6.666666666666667,7.5,
2019-08-05,OS,BDL,OS,OS,OK,OK,OS,0.0,18.4,7.050979701419111,,0.4058541666666666,,,0.2870972222222222,11.744916666666668,,18.93086805555556,74.32788194444444,1.53785,1.993861805555556,807.0782076388889,254.44592901878917,20.058333333333334,68.08333333333333,529.2307692307693,1.1800000000000002,128.0,,13.0,33.0,0.0535714285714285,7.291666666666666,8.875,
2019-08-06,OS,BDL,OS,OS,OK,OK,OS,184.0,7.300000000000001,6.328962566638023,,0.3375208333333334,,,0.2976319444444444,11.231166666666669,,18.525305555555555,76.5223888888889,1.5329854166666663,1.9649583333333331,807.3317020833334,254.8043798611111,19.8875,68.375,408.4285714285714,0.77,143.0,,10.25,37.333333333333336,0.016875,7.104166666666666,8.416666666666666,
2019-08-07,OS,BDL,OS,OS,OK,OK,OS,0.0,0.1,6.319221413782456,,0.4637152777777777,,,0.3069513888888889,10.401368055555556,,17.482666666666667,76.97844444444445,1.2981604166666665,1.6771993055555554,807.1073027777778,210.88980972222225,19.054166666666667,69.08333333333333,459.0,,211.0,,10.291666666666666,34.91666666666667,0.0378571428571428,7.583333333333333,8.666666666666666,
2019-08-08,OS,BDL,OS,OS,OK,OK,OS,346.0,0.0,5.968780668344559,,0.2523263888888889,,,0.2553472222222222,9.970006944444444,,18.28770138888889,74.76615277777778,1.185351388888889,1.5204583333333337,807.2243375,197.9203097222222,20.0,64.54166666666667,347.42857142857144,,160.0,,10.25,27.666666666666668,0.02,7.708333333333334,9.0,
2019-08-09,OS,BDL,OS,OS,OK,OK,OS,0.0,11.2,7.375348999582009,,0.4642130919220056,,,0.2831476323119777,16.016121169916435,,17.617493055555556,77.75165972222223,1.42093125,1.8110888888888887,806.9310583333333,240.91569652777775,19.279166666666665,69.20833333333333,410.38461538461536,0.51,198.0,,59.0,32.16666666666667,0.0235714285714285,9.604166666666668,11.125000000000002,
2019-08-10,OS,BDL,OS,OS,OK,OK,OS,0.0,1.2000000000000002,7.8192450599355965,,0.2394513888888889,,,0.2620069444444444,12.581006944444445,,18.241888888888887,74.83852083333333,1.5491708333333334,2.038011805555556,806.7157298611112,276.11784027777776,19.9125,65.375,483.0,0.02,149.0,,14.708333333333334,24.541666666666668,0.022,7.6875,8.166666666666668,
2019-08-11,OS,BDL,OS,OS,OK,OK,OS,0.0,16.6,5.923664076352692,,0.2522083333333333,,,0.2512708333333333,6.797423611111112,,18.7095625,77.12952083333333,1.719847222222222,2.2137444444444445,807.6056166666666,249.19389305555555,20.1875,68.5,416.4285714285714,1.96,26.0,,6.833333333333333,28.041666666666668,0.0109090909090909,6.520833333333333,6.583333333333333,
2019-08-12,OS,BDL,OS,OS,OK,OK,OS,0.0,9.6,5.448247542306069,,0.1486805555555555,,,0.261375,10.137965277777775,,18.32796527777778,78.7431875,1.5903680555555555,2.024929861111111,807.2197236111111,243.3277923611111,19.566666666666663,71.33333333333333,429.46153846153845,0.46,214.0,,8.541666666666666,29.95833333333333,0.0207142857142857,8.25,9.75,
2019-08-13,OS,BDL,OS,OS,OK,OK,OS,149.0,3.1,5.751915807605555,,0.1855,,,0.2551527777777778,9.696666666666667,,18.7385,73.11676388888888,1.7836208333333334,2.301381944444444,806.8116868055555,320.4398576388889,20.05,66.79166666666667,414.07142857142856,0.13,109.0,,7.958333333333333,26.041666666666668,0.023,7.666666666666666,8.5,
2019-08-14,OS,BDL,OS,OS,OK,OK,OS,0.0,10.7,4.677248501904016,,0.4243541666666667,,,0.3115,14.281805555555556,,18.180215277777776,76.69900694444445,1.778809722222222,2.2313590277777777,807.2564555555556,260.75636388888887,20.14583333333333,66.5,473.4285714285714,0.08,9.0,,18.0,32.625,0.5255,8.729166666666666,10.416666666666666,
2019-08-15,OS,BDL,OS,OS,OK,OK,OS,0.0,5.6000000000000005,6.049145192320237,,0.5015972222222221,,,0.2542569444444444,13.274881944444443,,18.98415972222222,69.68305555555555,1.9311916666666669,2.488934722222222,808.0461354166667,313.61377847222224,20.683333333333334,61.458333333333336,450.2142857142857,0.02,193.0,,58.625,37.625,0.8520833333333333,7.479166666666666,8.791666666666666,
2019-08-16,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.021892543938847,,0.6834444444444444,,,0.2570625,13.47973611111111,,19.36438888888889,63.92724305555555,1.337257638888889,1.7337208333333334,807.6140326388888,342.40290208333334,21.116666666666667,56.54166666666666,567.3571428571429,,30.0,,19.625,34.458333333333336,0.7095833333333333,8.291666666666668,9.708333333333332,
2019-08-17,OS,BDL,OS,OS,OK,OK,OS,0.0,0.1,6.828287498573005,,0.407375,,,0.2863125,14.5583125,,19.94486805555556,72.54324305555556,1.6178125,2.092347222222222,806.1125972222221,259.9217444444444,21.4375,64.08333333333333,328.5,,222.0,,17.833333333333332,31.375,0.62375,7.6875,8.791666666666666,
2019-08-18,OS,BDL,OS,OS,OK,OK,OS,0.0,0.5,7.804532819560404,,0.4706319444444444,,,0.2998125,13.468729166666668,,18.529576388888888,77.72599305555556,1.457164583333333,1.874083333333333,805.7219444444445,238.8039951388889,19.954166666666666,71.08333333333333,418.2142857142857,0.53,53.0,,13.791666666666666,30.08333333333333,0.5775,8.041666666666668,9.708333333333334,
2019-08-19,OS,BDL,OS,OS,OK,OK,OS,0.0,1.2,5.802867877299109,,0.5638124999999999,,,0.3432361111111111,19.023916666666665,,18.529229166666667,77.70623611111111,1.169375,1.499911111111111,805.1707131944445,228.22827916666668,20.429166666666667,67.66666666666667,405.9285714285714,,218.0,,20.291666666666668,23.500000000000004,0.5168181818181817,10.145833333333334,10.458333333333334,
2019-08-20,OS,BDL,OS,OS,OK,OK,OS,0.0,0.1,6.268368158375574,,0.9823819444444444,,,0.2872777777777778,18.99507638888889,,19.297166666666666,65.4058125,1.5639493055555556,2.011820833333333,805.5884743055556,317.8066701388889,21.254166666666663,54.79166666666666,502.5,,3.0,,13.583333333333334,30.45833333333333,0.2341666666666666,7.3125,7.875,
2019-08-21,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.931932632838712,,0.7379097222222222,,,0.2858680555555555,13.0278125,,19.171534722222223,68.40769444444445,1.8196534722222224,2.3743256944444444,806.4301645833333,264.7050548611111,20.975,59.125,487.2857142857143,,165.0,,8.833333333333334,27.291666666666668,0.2141666666666667,7.666666666666666,8.0,
2019-08-22,OS,BDL,OS,OS,OK,OK,OS,93.0,1.4,7.253070278044049,,0.2415090403337969,,,0.200702364394993,5.778602225312934,,18.432180555555554,74.11261111111111,1.9754604166666667,2.570852083333333,806.824663888889,200.25446597222225,20.0375,65.125,372.0,,189.0,,1.2916666666666667,20.041666666666664,0.2020833333333333,6.229166666666667,5.958333333333333,
2019-08-23,OS,BDL,OS,OS,OK,OK,OS,0.0,7.5,6.524998973837313,,0.5182013888888889,,,0.2675972222222222,11.265368055555555,,18.117875,76.51943750000001,1.623254861111111,2.12161875,807.0472354166667,233.98298333333327,19.754166666666663,66.79166666666667,426.9230769230769,0.3,210.0,,2.9166666666666665,19.458333333333336,0.2825,7.249999999999999,7.708333333333334,
2019-08-24,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.490121178352044,,0.6574652777777777,,,0.3084583333333333,9.729902777777776,,18.58602777777778,77.70729861111111,1.128473611111111,1.4707527777777778,807.3135659722221,238.8799701388889,20.141666666666666,69.66666666666667,331.07142857142856,,102.0,,8.291666666666666,19.954545454545453,0.3583333333333333,8.958333333333334,8.791666666666666,
2019-08-25,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.511811220847507,,0.6465972222222223,,,0.2621944444444444,7.404902777777777,,18.55745138888889,74.22720138888889,1.38250625,1.7964625,806.6414173611112,226.7656944444444,20.179166666666667,66.0,359.35714285714283,0.07,220.0,,12.708333333333334,15.083333333333332,0.2675,7.8125,7.708333333333334,
2019-08-26,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.170806792831014,,0.5908263888888888,,,0.2664791666666666,14.86901388888889,,17.90988888888889,76.31860416666666,1.1169965277777778,1.4430541666666667,805.8323777777779,175.98011666666665,19.633333333333333,67.16666666666667,333.7857142857143,,10.0,,16.375,19.08695652173913,0.2791666666666667,9.270833333333334,8.916666666666666,
2019-08-27,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.586179274843052,,0.9538958333333332,,,0.264625,10.624618055555556,,17.8451875,70.71602083333333,1.634061111111111,2.101742361111111,806.1304826388889,233.87429375,19.441666666666663,63.54166666666666,422.0769230769231,0.03,118.0,,12.875,50.52173913043477,0.2266666666666666,9.020833333333334,9.583333333333334,
2019-08-28,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.553155412417639,,1.2030138888888888,,,0.3052847222222222,21.091305555555557,,18.514979166666667,70.79138194444444,1.3457201388888889,1.7315826388888889,807.14581875,294.6270465277778,20.3875,61.833333333333336,517.7692307692307,,10.0,,26.75,38.16666666666667,0.2719047619047619,9.875,11.791666666666666,
2019-08-29,OS,OK,OS,OS,OK,OK,OS,0.0,1.1,4.883186709642628,,1.2260277777777775,,,0.3502222222222222,25.07977777777777,,18.55276388888889,68.0887361111111,1.4222201388888889,1.8218722222222223,807.3053819444444,279.53391180555553,21.0,55.708333333333336,533.0714285714286,0.05,10.0,,23.375,33.79166666666667,0.4190909090909091,9.541666666666668,10.875000000000002,
2019-08-30,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,5.391284067196883,,0.8529722222222222,,,0.2245208333333333,14.498055555555556,,18.416354166666665,65.646375,1.5272083333333333,1.992486805555556,807.2894652777778,281.86195347222224,20.3875,56.333333333333336,461.61538461538464,,228.0,,19.70833333333333,34.333333333333336,0.5731818181818181,7.916666666666667,8.958333333333334,
2019-08-31,OS,BDL,OS,OS,OK,OK,OS,0.0,3.4000000000000004,4.274580851578597,,0.8981597222222222,,,0.3404583333333333,21.824291666666667,,17.632375,71.69715972222222,1.10578125,1.4275652777777776,806.5627472222221,233.88709722222225,20.25,58.25,465.61538461538464,,4.0,,16.375,31.125,0.63125,9.020833333333334,11.125000000000002,
2019-09-01,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,5.265793538195778,,0.8692777777777778,,,0.2879513888888889,21.07445833333333,,18.1828125,68.93417361111112,1.2557354166666668,1.642917361111111,806.5132618055557,328.9298986111111,20.383333333333333,58.91666666666666,591.0769230769231,,224.0,,14.5,29.166666666666664,0.5679166666666667,,8.875,
2019-09-02,OS,BDL,OS,OS,OK,OK,OS,0.0,0.2,6.188834266270226,,0.8245309242529535,,,0.2292147324530924,23.585448227936062,,18.430611111111112,66.52356944444445,1.7547652777777778,2.25225,806.2124131944445,335.9492076388889,20.716666666666665,56.958333333333336,602.5384615384615,,19.0,,13.916666666666666,29.70833333333333,0.5870833333333333,8.708333333333334,8.583333333333334,
2019-09-03,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.276983389072281,,0.7501388888888889,,,0.2511458333333333,15.89425,,18.65883333333333,62.78775,1.6669333333333334,2.1610840277777776,804.9862201388888,327.14516736111113,20.945833333333333,53.375,575.3846153846154,,0.0,,11.208333333333334,32.29166666666667,1.238095238095238,8.25,9.125,
2019-09-04,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.045877376964674,,0.5335277777777777,,,0.2551666666666666,18.38423611111111,,18.421131944444443,74.71800694444444,1.7105333333333337,2.212080555555556,805.6700375,253.03661543810847,19.704166666666666,66.0,432.2307692307692,,222.0,,20.0,24.875,1.148235294117647,8.0,8.666666666666666,
2019-09-05,OS,BDL,OS,OS,OK,OK,OS,0.0,17.6,3.419063848258295,,0.8516458333333332,,,0.3096736111111111,19.654104166666663,,16.8290625,83.38639583333334,0.9681506944444443,1.25265625,808.4221243055555,124.9412,18.566666666666663,72.04166666666667,297.9230769230769,0.13,217.0,,21.95833333333333,25.33333333333333,0.6587500000000001,9.583333333333334,11.166666666666666,
2019-09-06,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,5.125068379633137,,0.7912708333333334,,,0.3523819444444444,20.447673611111117,,17.561375,78.34987500000001,0.7780041666666667,1.031784027777778,808.3851534722222,159.49133958333334,19.425,68.33333333333333,332.61538461538464,,9.0,,25.08333333333333,30.5,0.9323809523809524,10.458333333333334,13.416666666666668,
2019-09-07,OS,BDL,OS,OS,OK,OK,OS,0.0,7.300000000000001,5.689617540180587,,0.5500694444444445,,,0.3105902777777777,16.103270833333333,,17.6705,79.61573611111112,1.4124243055555556,1.832561111111111,807.7665236111111,249.73869861111112,19.39583333333333,68.5,477.3076923076923,0.93,1.0,,21.45833333333333,27.25,0.6366666666666666,10.625,12.499999999999998,
2019-09-08,OS,BDL,OS,OS,OK,OK,OS,0.0,0.1,8.119524763301264,,0.4971180555555555,,,0.3178472222222222,16.658180555555553,,18.077840277777774,75.27617361111112,1.308875,1.6859756944444444,807.2137979166666,205.6243638888889,19.925,65.79166666666667,408.0,0.01,213.0,,18.291666666666668,33.833333333333336,0.3933333333333333,8.041666666666668,9.583333333333334,
2019-09-09,OS,BDL,OS,OS,OK,OK,OS,19.0,9.0,6.449182470246406,,0.4773888888888889,,,0.2534930555555555,15.29107638888889,,17.99348611111111,74.76300694444444,1.566354861111111,2.0127076388888887,806.973101388889,272.0581520833333,19.58333333333333,67.08333333333333,473.46153846153845,1.16,16.0,,11.75,35.958333333333336,0.3554166666666666,7.979166666666667,9.166666666666666,
2019-09-10,OS,BDL,OS,OS,OK,OK,OS,347.0,0.0,6.904945554652493,,0.5305555555555556,,,0.3072222222222222,15.7599375,,17.59753472222222,77.16667361111111,1.2006125,1.5563229166666668,807.2437229166666,181.77955625,19.33333333333333,68.04166666666667,356.0,0.01,215.0,,7.956521739130435,26.958333333333336,0.39875,8.895833333333334,9.5,
2019-09-11,OS,BDL,OS,OS,OK,OK,OS,0.0,2.8000000000000003,4.931928936029339,,0.6791944444444444,,,0.6116666666666666,14.260597222222222,,17.303826388888886,81.90834722222222,1.14795,1.4822166666666663,807.0439979166667,189.4357375,19.241666666666667,70.83333333333333,389.2307692307692,0.06,202.0,,9.25,26.625,0.3533333333333333,8.708333333333334,10.666666666666666,
2019-09-12,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,4.3432572163315335,,0.3955416666666667,,,0.2822430555555555,12.80416956219597,,18.238479166666668,73.44497916666667,1.5314034722222225,1.9376208333333331,805.9399805555555,269.7578979166667,19.89583333333333,64.54166666666667,472.2307692307692,,37.0,,6.75,21.95833333333333,0.3320833333333333,9.104166666666666,9.208333333333334,
2019-09-13,OS,BDL,OS,OS,OK,OK,OS,0.0,3.1,5.732128339896911,,0.6411944444444445,,,0.3161458333333333,11.467493055555554,,17.732020833333333,80.116,1.2997527777777778,1.6355965277777778,806.3339180555555,149.18695277777778,19.231818181818184,67.81818181818181,297.09090909090907,0.46,7.0,,9.772727272727272,19.5,0.3159090909090909,8.90909090909091,10.545454545454543,
2019-09-14,OS,BDL,OS,OS,OK,OK,OS,0.0,0.5,5.487077752592066,,0.4952222222222222,,,0.2728541666666667,9.084933981931895,,18.10615277777778,76.55576388888889,1.6525416666666666,2.080645833333333,807.016370138889,157.00024513888889,19.570833333333333,67.79166666666667,338.46153846153845,0.08,6.0,,11.625,19.166666666666668,0.2166666666666666,8.291666666666668,9.333333333333334,
2019-09-15,OS,BDL,OS,OS,OK,OK,OS,0.0,2.5,5.184812238326341,,0.4545416666666666,,,0.3055694444444444,11.09795138888889,,18.013597222222224,73.42577777777777,1.427360416666667,1.818653472222222,806.71134375,302.1281041666667,19.933333333333334,62.29166666666666,568.0,,27.0,,13.416666666666666,32.583333333333336,0.1795833333333333,7.020833333333334,7.208333333333334,
2019-09-16,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.9439237599441155,,0.2378526754690757,,,0.2905072967338429,10.114940931202224,,18.99529861111111,68.75291666666666,1.395233333333333,1.8075375,806.3852354166667,315.21958611111114,20.8625,59.875,550.1538461538462,,0.0,,11.583333333333334,32.08333333333333,0.0941666666666666,6.145833333333333,6.249999999999999,
2019-09-17,OS,BDL,OS,OS,OK,OK,OS,0.0,1.3,6.530628179666622,,0.316625,,,0.3495555555555555,16.262083333333333,,18.392555555555557,72.50379861111111,1.3641743055555555,1.756520138888889,806.1170166666666,223.28260069444443,20.445833333333333,63.04166666666666,430.7692307692308,0.06,20.0,,20.416666666666668,35.166666666666664,0.3220833333333333,8.958333333333334,10.0,
2019-09-18,OS,BDL,OS,OS,OK,OK,OS,0.0,1.3,7.065091715515439,,0.1659652777777777,,,0.2460347222222222,4.394458333333334,,17.413180555555556,79.23436805555556,1.7957729166666667,2.3519291666666664,806.7735979166666,147.88947222222222,18.65833333333333,70.45833333333333,258.3076923076923,0.04,142.0,,9.833333333333334,21.25,0.7285714285714285,6.416666666666667,6.666666666666667,
2019-09-19,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,5.4797348555046295,,0.2810972222222222,,,0.2560625,10.492875,,17.602027777777778,79.46513888888889,1.182079861111111,1.5323194444444443,805.9633444444445,167.86048888888888,19.041666666666668,70.16666666666667,303.46153846153845,0.07,210.0,,7.958333333333333,13.833333333333334,0.7466666666666667,8.104166666666668,7.249999999999999,
2019-09-20,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,5.646933202266624,,0.2031527777777778,,,0.2586527777777778,8.886854166666666,,18.972479166666663,73.09918055555556,1.3924166666666666,1.843124305555556,805.6409618055557,287.1831402777778,20.4375,64.95833333333333,476.61538461538464,,7.0,,6.130434782608695,25.58333333333333,0.745,8.0625,9.041666666666666,
2019-09-21,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,5.695133625749421,,0.4895277777777777,,,0.2820694444444444,16.01429166666667,,19.14178472222222,72.28281944444444,1.2684645833333332,1.641325,806.1928534722223,247.81607152777772,21.058333333333334,62.875,492.3076923076923,,1.0,,6.391304347826087,28.125,0.7195833333333334,7.666666666666666,8.458333333333334,
2019-09-22,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.197359914271112,,0.2245833333333333,,,0.2986805555555555,15.758402777777777,,19.47779166666667,72.61544444444445,1.7428680555555556,2.207708333333333,806.5510722222223,246.15448194444448,21.52916666666667,60.29166666666666,454.1538461538461,,211.0,,8.619047619047619,27.666666666666668,0.6749999999999999,6.708333333333334,7.458333333333333,
2019-09-23,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,6.858385993955789,,0.2554027777777777,,,0.2741388888888889,17.928180555555556,,18.92695833333333,65.31369444444445,1.381086111111111,1.7828486111111113,806.7344972222222,318.24359722222226,21.04583333333333,57.833333333333336,568.3076923076923,,220.0,,12.333333333333334,29.0,0.7395833333333334,8.208333333333334,8.791666666666666,
2019-09-24,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.27103620882382,,0.358375,,,0.2907777777777778,21.00334722222222,,18.28983333333333,73.18938194444445,1.6426916666666669,2.1221770833333333,805.8251673611111,261.8563395833333,20.254166666666663,63.0,463.0,,228.0,,17.166666666666668,29.791666666666664,0.7991666666666667,8.229166666666668,8.916666666666666,
2019-09-25,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.633342726014817,,0.2240694444444444,,,0.2397291666666666,16.5115625,,17.827180555555554,78.25724305555555,1.2345791666666668,1.59589375,805.8819368055556,179.02547569444445,19.64583333333333,68.83333333333333,332.15384615384613,,215.0,,21.375,21.20833333333333,0.7666666666666666,8.0625,8.875,
2019-09-26,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.197786271491804,,0.3459166666666666,,,0.2953958333333333,16.761208333333332,,18.844868055555555,72.05754166666667,1.5016368055555556,1.9279520833333332,804.9162694444445,261.3324125,20.90833333333333,63.91666666666666,459.1538461538461,,233.0,,20.58333333333333,11.888888888888888,0.8016666666666666,8.1875,9.458333333333334,
2019-09-27,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.145666959058665,,0.5194722222222222,,,0.3129305555555555,22.691659722222223,,18.518083333333333,72.54995138888889,1.6302222222222222,2.082777083333333,803.0080777777778,245.44786527777777,21.0125,62.04166666666666,503.84615384615387,,226.0,,22.791666666666668,32.5,0.88375,9.8125,10.5,
2019-09-28,OS,BDL,OS,OS,OK,OK,OS,0.0,22.3,5.628859640197516,,0.4125625,,,0.3203333333333333,19.91395138888889,,17.87442361111111,80.43746527777778,1.235117361111111,1.5584069444444446,802.4637333333334,178.80284583333332,19.691666666666663,70.08333333333333,359.46153846153845,0.62,12.0,,24.041666666666668,,0.7783333333333333,8.020833333333332,9.458333333333334,
2019-09-29,OS,BDL,OS,OS,OK,OK,OS,0.0,5.5,5.170743963573436,,0.1894375,,,0.2463263888888889,8.561736111111111,,17.125993055555554,87.04520138888888,3.1917069444444444,4.057816666666667,802.7625131944445,161.35522291666666,18.008333333333333,80.0,237.69230769230768,0.19,136.0,,13.363636363636363,,0.6504166666666666,6.520833333333333,6.333333333333333,
2019-09-30,OS,BDL,OS,OS,OK,BDL,OS,0.0,2.7,8.837560411261308,,0.2729930555555556,,,0.1870347222222222,2.511465277777778,,16.574409722222224,82.639625,1.5593541666666666,2.06016875,805.1528868055555,139.29592986111112,17.454166666666666,76.375,263.3076923076923,0.07,117.0,,-0.1818181818181818,,0.5125000000000001,5.229166666666667,4.5,
2019-10-01,OS,BDL,OS,OS,OK,OK,OS,0.0,0.0,7.332368014970359,,0.3052708333333333,,,0.2365902777777777,6.1397916666666665,,17.761180555555555,74.9093125,1.4064694444444443,1.8336375,804.3634777777778,240.3168458333333,19.45,66.54166666666667,493.2307692307692,,126.0,,-2.6956521739130435,28.69230769230769,0.7783333333333333,,6.666666666666667,
